ingame_name,npc_id,npc_id_expanded,x,y,plane,region,is_attackable?,wiki_version,,
TzHaar-Ket,7679,7679,2515,5128,0,region_karamja,1,TzHaar-Ket#Level 221,,"|x:2515,y:5128"
TzHaar-Ket,7679,7679,2520,5129,0,region_karamja,1,TzHaar-Ket#Level 221,,"|x:2520,y:5129"
TzHaar-Ket,7679,7679,2523,5155,0,region_karamja,1,TzHaar-Ket#Level 221,,"|x:2523,y:5155"
TzHaar-Ket,7679,7679,2524,5145,0,region_karamja,1,TzHaar-Ket#Level 221,,"|x:2524,y:5145"
TzHaar-Ket,7679,7679,2529,5135,0,region_karamja,1,TzHaar-Ket#Level 221,,"|x:2529,y:5135"
TzHaar-Ket,7679,7679,2533,5138,0,region_karamja,1,TzHaar-Ket#Level 221,,"|x:2533,y:5138"
TzHaar-Ket,7679,7679,2538,5129,0,region_karamja,1,TzHaar-Ket#Level 221,,"|x:2538,y:5129"
TzHaar-Ket,7679,7679,2497,5085,0,region_karamja,1,TzHaar-Ket#Level 221,,"|x:2497,y:5085"
TzHaar-Ket,7679,7679,2499,5079,0,region_karamja,1,TzHaar-Ket#Level 221,,"|x:2499,y:5079"
TzHaar-Ket,7679,7679,2499,5099,0,region_karamja,1,TzHaar-Ket#Level 221,,"|x:2499,y:5099"
TzHaar-Ket,7679,7679,2504,5100,0,region_karamja,1,TzHaar-Ket#Level 221,,"|x:2504,y:5100"
TzHaar-Ket,7679,7679,2505,5073,0,region_karamja,1,TzHaar-Ket#Level 221,,"|x:2505,y:5073"
TzHaar-Ket,7679,7679,2505,5083,0,region_karamja,1,TzHaar-Ket#Level 221,,"|x:2505,y:5083"
TzHaar-Ket,7679,7679,2507,5104,0,region_karamja,1,TzHaar-Ket#Level 221,,"|x:2507,y:5104"
TzHaar-Ket,7679,7679,2510,5070,0,region_karamja,1,TzHaar-Ket#Level 221,,"|x:2510,y:5070"
TzHaar-Ket,7679,7679,2512,5105,0,region_karamja,1,TzHaar-Ket#Level 221,,"|x:2512,y:5105"
TzHaar-Ket,7679,7679,2513,5085,0,region_karamja,1,TzHaar-Ket#Level 221,,"|x:2513,y:5085"
TzHaar-Ket,7679,7679,2516,5072,0,region_karamja,1,TzHaar-Ket#Level 221,,"|x:2516,y:5072"
TzHaar-Ket,7679,7679,2516,5113,0,region_karamja,1,TzHaar-Ket#Level 221,,"|x:2516,y:5113"
TzHaar-Ket,7679,7679,2519,5080,0,region_karamja,1,TzHaar-Ket#Level 221,,"|x:2519,y:5080"
TzHaar-Ket,7679,7679,2520,5118,0,region_karamja,1,TzHaar-Ket#Level 221,,"|x:2520,y:5118"
TzHaar-Ket,7679,7679,2521,5087,0,region_karamja,1,TzHaar-Ket#Level 221,,"|x:2521,y:5087"
TzHaar-Ket,7679,7679,2527,5088,0,region_karamja,1,TzHaar-Ket#Level 221,,"|x:2527,y:5088"
TzHaar-Ket,7679,7679,2530,5101,0,region_karamja,1,TzHaar-Ket#Level 221,,"|x:2530,y:5101"
TzHaar-Ket,7679,7679,2532,5110,0,region_karamja,1,TzHaar-Ket#Level 221,,"|x:2532,y:5110"
TzHaar-Ket,7679,7679,2535,5104,0,region_karamja,1,TzHaar-Ket#Level 221,,"|x:2535,y:5104"
TzHaar-Ket,7679,7679,2536,5115,0,region_karamja,1,TzHaar-Ket#Level 221,,"|x:2536,y:5115"
TzHaar-Ket,7679,7679,2472,5121,0,region_karamja,1,TzHaar-Ket#Level 221,,"|x:2472,y:5121"
TzHaar-Ket,7679,7679,2474,5127,0,region_karamja,1,TzHaar-Ket#Level 221,,"|x:2474,y:5127"
TzHaar-Ket,7679,7679,2476,5133,0,region_karamja,1,TzHaar-Ket#Level 221,,"|x:2476,y:5133"
TzHaar-Ket,7679,7679,2477,5125,0,region_karamja,1,TzHaar-Ket#Level 221,,"|x:2477,y:5125"
TzHaar-Ket,7679,7679,2478,5131,0,region_karamja,1,TzHaar-Ket#Level 221,,"|x:2478,y:5131"
TzHaar-Ket,7679,7679,2483,5136,0,region_karamja,1,TzHaar-Ket#Level 221,,"|x:2483,y:5136"
TzHaar-Ket,7679,7679,2489,5139,0,region_karamja,1,TzHaar-Ket#Level 221,,"|x:2489,y:5139"
TzHaar-Ket,7679,7679,2489,5143,0,region_karamja,1,TzHaar-Ket#Level 221,,"|x:2489,y:5143"
TzHaar-Ket,7679,7679,2493,5142,0,region_karamja,1,TzHaar-Ket#Level 221,,"|x:2493,y:5142"
TzHaar-Ket,2179,2179,2439,5113,0,region_karamja,1,TzHaar-Ket#Level 149,,"|x:2439,y:5113"
TzHaar-Ket,2179,2179,2448,5111,0,region_karamja,1,TzHaar-Ket#Level 149,,"|x:2448,y:5111"
TzHaar-Ket,2179,2179,2451,5117,0,region_karamja,1,TzHaar-Ket#Level 149,,"|x:2451,y:5117"
TzHaar-Ket,2177,2177,2456,5105,0,region_karamja,1,TzHaar-Ket#Level 149,,"|x:2456,y:5105"
TzHaar-Ket,2175,2175,2457,5117,0,region_karamja,1,TzHaar-Ket#Level 149,,"|x:2457,y:5117"
TzHaar-Ket,2179,2179,2460,5108,0,region_karamja,1,TzHaar-Ket#Level 149,,"|x:2460,y:5108"
TzHaar-Ket,2179,2179,2461,5104,0,region_karamja,1,TzHaar-Ket#Level 149,,"|x:2461,y:5104"
TzHaar-Ket,2176,2176,2464,5099,0,region_karamja,1,TzHaar-Ket#Level 149,,"|x:2464,y:5099"
TzHaar-Ket,2177,2177,2466,5097,0,region_karamja,1,TzHaar-Ket#Level 149,,"|x:2466,y:5097"
TzHaar-Ket,2175,2175,2476,5087,0,region_karamja,1,TzHaar-Ket#Level 149,,"|x:2476,y:5087"
TzHaar-Ket,2179,2179,2478,5111,0,region_karamja,1,TzHaar-Ket#Level 149,,"|x:2478,y:5111"
TzHaar-Ket,2179,2179,2480,5084,0,region_karamja,1,TzHaar-Ket#Level 149,,"|x:2480,y:5084"
TzHaar-Ket,2179,2179,2484,5104,0,region_karamja,1,TzHaar-Ket#Level 149,,"|x:2484,y:5104"
TzHaar-Ket,2179,2179,2486,5081,0,region_karamja,1,TzHaar-Ket#Level 149,,"|x:2486,y:5081"
TzHaar-Ket,2177,2177,2486,5083,0,region_karamja,1,TzHaar-Ket#Level 149,,"|x:2486,y:5083"
TzHaar-Ket,2173,2173,2490,5076,0,region_karamja,1,TzHaar-Ket#Level 149,,"|x:2490,y:5076"
TzHaar-Ket,2177,2177,2497,5143,0,region_karamja,1,TzHaar-Ket#Level 149,,"|x:2497,y:5143"
TzHaar-Ket,2178,2178,2501,5142,0,region_karamja,1,TzHaar-Ket#Level 149,,"|x:2501,y:5142"
TzHaar-Ket,2173,2173,2506,5168,0,region_karamja,1,TzHaar-Ket#Level 149,,"|x:2506,y:5168"
TzHaar-Ket,2178,2178,2511,5136,0,region_karamja,1,TzHaar-Ket#Level 149,,"|x:2511,y:5136"
TzHaar-Ket,2175,2175,2513,5134,0,region_karamja,1,TzHaar-Ket#Level 149,,"|x:2513,y:5134"
TzHaar-Ket,2178,2178,2516,5125,0,region_karamja,1,TzHaar-Ket#Level 149,,"|x:2516,y:5125"
TzHaar-Ket,2174,2174,2517,5158,0,region_karamja,1,TzHaar-Ket#Level 149,,"|x:2517,y:5158"
TzHaar-Ket,2179,2179,2519,5128,0,region_karamja,1,TzHaar-Ket#Level 149,,"|x:2519,y:5128"
TzHaar-Ket,2174,2174,2522,5131,0,region_karamja,1,TzHaar-Ket#Level 149,,"|x:2522,y:5131"
TzHaar-Ket,2175,2175,2526,5152,0,region_karamja,1,TzHaar-Ket#Level 149,,"|x:2526,y:5152"
TzHaar-Ket,2176,2176,2527,5142,0,region_karamja,1,TzHaar-Ket#Level 149,,"|x:2527,y:5142"
TzHaar-Ket,2177,2177,2541,5122,0,region_karamja,1,TzHaar-Ket#Level 149,,"|x:2541,y:5122"
TzHaar-Ket,2177,2177,2502,5082,0,region_karamja,1,TzHaar-Ket#Level 149,,"|x:2502,y:5082"
TzHaar-Ket,2179,2179,2505,5102,0,region_karamja,1,TzHaar-Ket#Level 149,,"|x:2505,y:5102"
TzHaar-Ket,2176,2176,2514,5107,0,region_karamja,1,TzHaar-Ket#Level 149,,"|x:2514,y:5107"
TzHaar-Ket,2178,2178,2517,5085,0,region_karamja,1,TzHaar-Ket#Level 149,,"|x:2517,y:5085"
TzHaar-Ket,2174,2174,2519,5116,0,region_karamja,1,TzHaar-Ket#Level 149,,"|x:2519,y:5116"
TzHaar-Ket,2178,2178,2527,5091,0,region_karamja,1,TzHaar-Ket#Level 149,,"|x:2527,y:5091"
TzHaar-Ket,2175,2175,2533,5105,0,region_karamja,1,TzHaar-Ket#Level 149,,"|x:2533,y:5105"
TzHaar-Ket,2178,2178,2534,5113,0,region_karamja,1,TzHaar-Ket#Level 149,,"|x:2534,y:5113"
TzHaar-Ket,2176,2176,2535,5111,0,region_karamja,1,TzHaar-Ket#Level 149,,"|x:2535,y:5111"
TzHaar-Ket,2176,2176,2536,5101,0,region_karamja,1,TzHaar-Ket#Level 149,,"|x:2536,y:5101"
TzHaar-Ket,2175,2175,2538,5110,0,region_karamja,1,TzHaar-Ket#Level 149,,"|x:2538,y:5110"
TzHaar-Ket,2178,2178,2439,5133,0,region_karamja,1,TzHaar-Ket#Level 149,,"|x:2439,y:5133"
TzHaar-Ket,2178,2178,2443,5145,0,region_karamja,1,TzHaar-Ket#Level 149,,"|x:2443,y:5145"
TzHaar-Ket,2177,2177,2445,5169,0,region_karamja,1,TzHaar-Ket#Level 149,,"|x:2445,y:5169"
TzHaar-Ket,2177,2177,2447,5143,0,region_karamja,1,TzHaar-Ket#Level 149,,"|x:2447,y:5143"
TzHaar-Ket,2179,2179,2452,5151,0,region_karamja,1,TzHaar-Ket#Level 149,,"|x:2452,y:5151"
TzHaar-Ket,2179,2179,2457,5129,0,region_karamja,1,TzHaar-Ket#Level 149,,"|x:2457,y:5129"
TzHaar-Ket,2178,2178,2459,5161,0,region_karamja,1,TzHaar-Ket#Level 149,,"|x:2459,y:5161"
TzHaar-Ket,2178,2178,2464,5162,0,region_karamja,1,TzHaar-Ket#Level 149,,"|x:2464,y:5162"
TzHaar-Ket,2179,2179,2467,5142,0,region_karamja,1,TzHaar-Ket#Level 149,,"|x:2467,y:5142"
TzHaar-Ket,2179,2179,2472,5166,0,region_karamja,1,TzHaar-Ket#Level 149,,"|x:2472,y:5166"
TzHaar-Ket,2179,2179,2473,5147,0,region_karamja,1,TzHaar-Ket#Level 149,,"|x:2473,y:5147"
TzHaar-Ket,2179,2179,2479,5168,0,region_karamja,1,TzHaar-Ket#Level 149,,"|x:2479,y:5168"
TzHaar-Ket,2179,2179,2482,5154,0,region_karamja,1,TzHaar-Ket#Level 149,,"|x:2482,y:5154"
TzHaar-Ket,2178,2178,2482,5159,0,region_karamja,1,TzHaar-Ket#Level 149,,"|x:2482,y:5159"
TzHaar-Ket,2174,2174,2487,5138,0,region_karamja,1,TzHaar-Ket#Level 149,,"|x:2487,y:5138"
TzHaar-Ket,2178,2178,2491,5173,0,region_karamja,1,TzHaar-Ket#Level 149,,"|x:2491,y:5173"
TzHaar-Hur,7684,7684,2452,5088,0,region_karamja,1,TzHaar-Hur,,"|x:2452,y:5088"
TzHaar-Hur,7687,7687,2459,5093,0,region_karamja,1,TzHaar-Hur,,"|x:2459,y:5093"
TzHaar-Hur,7684,7684,2472,5118,0,region_karamja,1,TzHaar-Hur,,"|x:2472,y:5118"
TzHaar-Hur,7682,7682,2477,5108,0,region_karamja,1,TzHaar-Hur,,"|x:2477,y:5108"
TzHaar-Hur,7686,7686,2486,5103,0,region_karamja,1,TzHaar-Hur,,"|x:2486,y:5103"
TzHaar-Hur,7684,7684,2501,5169,0,region_karamja,1,TzHaar-Hur,,"|x:2501,y:5169"
TzHaar-Hur,7686,7686,2502,5143,0,region_karamja,1,TzHaar-Hur,,"|x:2502,y:5143"
TzHaar-Hur,7684,7684,2503,5162,0,region_karamja,1,TzHaar-Hur,,"|x:2503,y:5162"
TzHaar-Hur,7684,7684,2508,5135,0,region_karamja,1,TzHaar-Hur,,"|x:2508,y:5135"
TzHaar-Hur,7686,7686,2510,5132,0,region_karamja,1,TzHaar-Hur,,"|x:2510,y:5132"
TzHaar-Hur,7687,7687,2517,5129,0,region_karamja,1,TzHaar-Hur,,"|x:2517,y:5129"
TzHaar-Hur,7684,7684,2519,5130,0,region_karamja,1,TzHaar-Hur,,"|x:2519,y:5130"
TzHaar-Hur,7686,7686,2526,5132,0,region_karamja,1,TzHaar-Hur,,"|x:2526,y:5132"
TzHaar-Hur,7682,7682,2528,5145,0,region_karamja,1,TzHaar-Hur,,"|x:2528,y:5145"
TzHaar-Hur,7683,7683,2531,5128,0,region_karamja,1,TzHaar-Hur,,"|x:2531,y:5128"
TzHaar-Hur,7686,7686,2508,5071,0,region_karamja,1,TzHaar-Hur,,"|x:2508,y:5071"
TzHaar-Hur,7684,7684,2509,5105,0,region_karamja,1,TzHaar-Hur,,"|x:2509,y:5105"
TzHaar-Hur,7683,7683,2513,5112,0,region_karamja,1,TzHaar-Hur,,"|x:2513,y:5112"
TzHaar-Hur,7684,7684,2513,5115,0,region_karamja,1,TzHaar-Hur,,"|x:2513,y:5115"
TzHaar-Hur,7684,7684,2516,5112,0,region_karamja,1,TzHaar-Hur,,"|x:2516,y:5112"
TzHaar-Hur,7682,7682,2516,5115,0,region_karamja,1,TzHaar-Hur,,"|x:2516,y:5115"
TzHaar-Hur,7684,7684,2519,5115,0,region_karamja,1,TzHaar-Hur,,"|x:2519,y:5115"
TzHaar-Hur,7685,7685,2524,5088,0,region_karamja,1,TzHaar-Hur,,"|x:2524,y:5088"
TzHaar-Hur,7685,7685,2525,5094,0,region_karamja,1,TzHaar-Hur,,"|x:2525,y:5094"
TzHaar-Hur,7686,7686,2530,5097,0,region_karamja,1,TzHaar-Hur,,"|x:2530,y:5097"
TzHaar-Hur,7685,7685,2531,5090,0,region_karamja,1,TzHaar-Hur,,"|x:2531,y:5090"
TzHaar-Hur,7685,7685,2533,5095,0,region_karamja,1,TzHaar-Hur,,"|x:2533,y:5095"
TzHaar-Hur,7686,7686,2533,5103,0,region_karamja,1,TzHaar-Hur,,"|x:2533,y:5103"
TzHaar-Hur,7687,7687,2535,5091,0,region_karamja,1,TzHaar-Hur,,"|x:2535,y:5091"
TzHaar-Hur,7683,7683,2540,5116,0,region_karamja,1,TzHaar-Hur,,"|x:2540,y:5116"
TzHaar-Hur,2163,2163,2452,5123,0,region_karamja,1,TzHaar-Hur,,"|x:2452,y:5123"
TzHaar-Hur,2163,2163,2455,5139,0,region_karamja,1,TzHaar-Hur,,"|x:2455,y:5139"
TzHaar-Hur,2164,2164,2458,5124,0,region_karamja,1,TzHaar-Hur,,"|x:2458,y:5124"
TzHaar-Hur,2164,2164,2458,5126,0,region_karamja,1,TzHaar-Hur,,"|x:2458,y:5126"
TzHaar-Hur,2164,2164,2462,5141,0,region_karamja,1,TzHaar-Hur,,"|x:2462,y:5141"
TzHaar-Hur,2165,2165,2469,5146,0,region_karamja,1,TzHaar-Hur,,"|x:2469,y:5146"
TzHaar-Hur,2165,2165,2472,5143,0,region_karamja,1,TzHaar-Hur,,"|x:2472,y:5143"
TzHaar-Hur,2166,2166,2475,5153,0,region_karamja,1,TzHaar-Hur,,"|x:2475,y:5153"
TzHaar-Hur,2166,2166,2479,5129,0,region_karamja,1,TzHaar-Hur,,"|x:2479,y:5129"
TzHaar-Hur,2163,2163,2481,5137,0,region_karamja,1,TzHaar-Hur,,"|x:2481,y:5137"
TzHaar-Hur,2166,2166,2484,5157,0,region_karamja,1,TzHaar-Hur,,"|x:2484,y:5157"
TzHaar-Hur,2162,2162,2485,5134,0,region_karamja,1,TzHaar-Hur,,"|x:2485,y:5134"
TzHaar-Hur,2161,2161,2485,5140,0,region_karamja,1,TzHaar-Hur,,"|x:2485,y:5140"
TzHaar-Hur,2166,2166,2488,5156,0,region_karamja,1,TzHaar-Hur,,"|x:2488,y:5156"
TzHaar-Hur,2166,2166,2491,5159,0,region_karamja,1,TzHaar-Hur,,"|x:2491,y:5159"
TzHaar-Hur,2166,2166,2493,5155,0,region_karamja,1,TzHaar-Hur,,"|x:2493,y:5155"
Tyras guard,3434,3434,2182,3147,0,region_tirannwn,1,Tyras guard,,"|x:2182,y:3147"
Tyras guard,3434,3434,2187,3155,0,region_tirannwn,1,Tyras guard,,"|x:2187,y:3155"
Tyras guard,3433,3433,2188,3171,0,region_tirannwn,1,Tyras guard,,"|x:2188,y:3171"
Tyras guard,3434,3434,2189,3152,0,region_tirannwn,1,Tyras guard,,"|x:2189,y:3152"
Tyras guard,3434,3434,2192,3150,0,region_tirannwn,1,Tyras guard,,"|x:2192,y:3150"
Tyras guard,639,639,2312,4556,0,region_tirannwn,1,Tyras guard,,"|x:2312,y:4556"
Tyras guard,639,639,2314,4556,0,region_tirannwn,1,Tyras guard,,"|x:2314,y:4556"
Tyras guard,639,639,2316,4556,0,region_tirannwn,1,Tyras guard,,"|x:2316,y:4556"
Twisted Banshee,7272,7272,1608,9994,0,region_kourend,1,Twisted Banshee,,"|x:1608,y:9994"
Twisted Banshee,7272,7272,1608,9998,0,region_kourend,1,Twisted Banshee,,"|x:1608,y:9998"
Twisted Banshee,7272,7272,1612,9998,0,region_kourend,1,Twisted Banshee,,"|x:1612,y:9998"
Twisted Banshee,7272,7272,1620,9992,0,region_kourend,1,Twisted Banshee,,"|x:1620,y:9992"
Twisted Banshee,7272,7272,1623,9995,0,region_kourend,1,Twisted Banshee,,"|x:1623,y:9995"
Twisted Banshee,7272,7272,1625,9992,0,region_kourend,1,Twisted Banshee,,"|x:1625,y:9992"
Twig,4133,4133,2832,10079,0,region_asgarnia,1,Twig#Sleeping,,"|x:2832,y:10079"
Turoth,427,427,2718,10006,0,region_fremennik,1,Turoth#Level 89,,"|x:2718,y:10006"
Turoth,428,428,2721,10003,0,region_fremennik,1,Turoth#Level 87,,"|x:2721,y:10003"
Turoth,428,428,2722,10008,0,region_fremennik,1,Turoth#Level 87,,"|x:2722,y:10008"
Turoth,428,428,2723,9994,0,region_fremennik,1,Turoth#Level 87,,"|x:2723,y:9994"
Turoth,429,429,2717,10007,0,region_fremennik,1,Turoth#Level 85,,"|x:2717,y:10007"
Turoth,429,429,2718,10008,0,region_fremennik,1,Turoth#Level 85,,"|x:2718,y:10008"
Turoth,429,429,2720,10003,0,region_fremennik,1,Turoth#Level 85,,"|x:2720,y:10003"
Turoth,429,429,2721,10009,0,region_fremennik,1,Turoth#Level 85,,"|x:2721,y:10009"
Turoth,429,429,2721,10014,0,region_fremennik,1,Turoth#Level 85,,"|x:2721,y:10014"
Turoth,429,429,2723,10002,0,region_fremennik,1,Turoth#Level 85,,"|x:2723,y:10002"
Turoth,429,429,2723,10010,0,region_fremennik,1,Turoth#Level 85,,"|x:2723,y:10010"
Turoth,429,429,2724,9996,0,region_fremennik,1,Turoth#Level 85,,"|x:2724,y:9996"
Turoth,429,429,2725,9995,0,region_fremennik,1,Turoth#Level 85,,"|x:2725,y:9995"
Turoth,430,430,2719,10011,0,region_fremennik,1,Turoth#Level 83,,"|x:2719,y:10011"
Turoth,430,430,2724,10013,0,region_fremennik,1,Turoth#Level 83,,"|x:2724,y:10013"
Turoth,430,430,2725,10012,0,region_fremennik,1,Turoth#Level 83,,"|x:2725,y:10012"
Turoth,430,430,2726,10010,0,region_fremennik,1,Turoth#Level 83,,"|x:2726,y:10010"
Turoth,430,430,2726,10013,0,region_fremennik,1,Turoth#Level 83,,"|x:2726,y:10013"
Turoth,430,430,2727,9995,0,region_fremennik,1,Turoth#Level 83,,"|x:2727,y:9995"
Turoth,430,430,2727,10011,0,region_fremennik,1,Turoth#Level 83,,"|x:2727,y:10011"
Turoth,430,430,2728,9996,0,region_fremennik,1,Turoth#Level 83,,"|x:2728,y:9996"
Turoth,430,430,2728,9997,0,region_fremennik,1,Turoth#Level 83,,"|x:2728,y:9997"
Tstanon Karlak,3130,3130,2932,5328,2,region_asgarnia,1,Tstanon Karlak,,"|x:2932,y:5328"
Troll spectator,4128,4128,2902,3604,0,region_asgarnia,1,Troll spectator,,"|x:2902,y:3604"
Troll spectator,4123,4123,2906,3623,0,region_asgarnia,1,Troll spectator,,"|x:2906,y:3623"
Troll spectator,4127,4127,2916,3601,0,region_asgarnia,1,Troll spectator,,"|x:2916,y:3601"
Troll spectator,4124,4124,2920,3622,0,region_asgarnia,1,Troll spectator,,"|x:2920,y:3622"
Troll spectator,4129,4129,2922,3606,0,region_asgarnia,1,Troll spectator,,"|x:2922,y:3606"
Troll spectator,4126,4126,2923,3612,0,region_asgarnia,1,Troll spectator,,"|x:2923,y:3612"
Troll spectator,4125,4125,2923,3616,0,region_asgarnia,1,Troll spectator,,"|x:2923,y:3616"
Troll general,4120,4120,2831,10086,2,region_asgarnia,1,Troll general#Sword,,"|x:2831,y:10086"
Troll general,4121,4121,2822,10073,2,region_asgarnia,1,Troll general#Hammer (grey),,"|x:2822,y:10073"
Troll general,4122,4122,2829,10100,2,region_asgarnia,1,Troll general#Hammer (brown),,"|x:2829,y:10100"
Tribeswoman,11956,11956,2942,2995,0,region_karamja,1,Tribeswoman#Light brown,,"|x:2942,y:2995"
Tribeswoman,11956,11956,2724,3158,0,region_karamja,1,Tribeswoman#Light brown,,"|x:2724,y:3158"
Tribeswoman,11956,11956,2730,3162,0,region_karamja,1,Tribeswoman#Light brown,,"|x:2730,y:3162"
Tribeswoman,11955,11955,2937,2993,0,region_karamja,1,Tribeswoman#Dark brown,,"|x:2937,y:2993"
Tribeswoman,11955,11955,2723,3159,0,region_karamja,1,Tribeswoman#Dark brown,,"|x:2723,y:3159"
Tribeswoman,11955,11955,2729,3164,0,region_karamja,1,Tribeswoman#Dark brown,,"|x:2729,y:3164"
Tribesman,11954,11954,2918,2987,0,region_karamja,1,Tribesman#Light brown,,"|x:2918,y:2987"
Tribesman,11954,11954,2725,3163,0,region_karamja,1,Tribesman#Light brown,,"|x:2725,y:3163"
Tribesman,11954,11954,2728,3158,0,region_karamja,1,Tribesman#Light brown,,"|x:2728,y:3158"
Tribesman,530,530,2938,2995,0,region_karamja,1,Tribesman#Dark brown,,"|x:2938,y:2995"
Tribesman,530,530,2940,2991,0,region_karamja,1,Tribesman#Dark brown,,"|x:2940,y:2991"
Tribesman,530,530,2842,3017,0,region_karamja,1,Tribesman#Dark brown,,"|x:2842,y:3017"
Tribesman,530,530,2866,3061,0,region_karamja,1,Tribesman#Dark brown,,"|x:2866,y:3061"
Tribesman,530,530,2868,3054,0,region_karamja,1,Tribesman#Dark brown,,"|x:2868,y:3054"
Tribesman,530,530,2771,3014,0,region_karamja,1,Tribesman#Dark brown,,"|x:2771,y:3014"
Tribesman,530,530,2773,3017,0,region_karamja,1,Tribesman#Dark brown,,"|x:2773,y:3017"
Tribesman,530,530,2777,3068,0,region_karamja,1,Tribesman#Dark brown,,"|x:2777,y:3068"
Tribesman,530,530,2801,3067,0,region_karamja,1,Tribesman#Dark brown,,"|x:2801,y:3067"
Tribesman,530,530,2724,3161,0,region_karamja,1,Tribesman#Dark brown,,"|x:2724,y:3161"
Tribesman,530,530,2729,3158,0,region_karamja,1,Tribesman#Dark brown,,"|x:2729,y:3158"
Tribesman,530,530,2731,3161,0,region_karamja,1,Tribesman#Dark brown,,"|x:2731,y:3161"
Tower guard,4405,4405,2540,3090,0,region_kandarin,1,Tower guard,,"|x:2540,y:3090"
Tower guard,4405,4405,2545,3113,0,region_kandarin,1,Tower guard,,"|x:2545,y:3113"
Tower guard,4405,4405,2546,3116,0,region_kandarin,1,Tower guard,,"|x:2546,y:3116"
Tower guard,4405,4405,2549,3112,0,region_kandarin,1,Tower guard,,"|x:2549,y:3112"
Tower guard,4405,4405,2554,3117,0,region_kandarin,1,Tower guard,,"|x:2554,y:3117"
Tortured soul,2999,2999,3654,3536,0,region_morytania,1,Tortured soul,,"|x:3654,y:3536"
Tortured soul,2999,2999,3657,3534,0,region_morytania,1,Tortured soul,,"|x:3657,y:3534"
Tortured soul,2999,2999,3666,3529,0,region_morytania,1,Tortured soul,,"|x:3666,y:3529"
Tortured soul,2999,2999,3668,3537,0,region_morytania,1,Tortured soul,,"|x:3668,y:3537"
Tortured soul,2999,2999,3672,3520,0,region_morytania,1,Tortured soul,,"|x:3672,y:3520"
Tortured soul,2999,2999,3673,3528,0,region_morytania,1,Tortured soul,,"|x:3673,y:3528"
Tortured soul,2999,2999,3648,3472,0,region_morytania,1,Tortured soul,,"|x:3648,y:3472"
Tortured soul,2999,2999,3649,3503,0,region_morytania,1,Tortured soul,,"|x:3649,y:3503"
Tortured gorilla,7150,7150,2131,5644,0,region_kandarin,1,Tortured gorilla#Level 141,,"|x:2131,y:5644"
Tortured gorilla,7151,7151,2136,5646,0,region_kandarin,1,Tortured gorilla#Level 141,,"|x:2136,y:5646"
Tortured gorilla,7150,7150,2145,5643,0,region_kandarin,1,Tortured gorilla#Level 141,,"|x:2145,y:5643"
Tortured gorilla,7151,7151,2146,5650,0,region_kandarin,1,Tortured gorilla#Level 141,,"|x:2146,y:5650"
Tortured gorilla,7150,7150,2151,5649,0,region_kandarin,1,Tortured gorilla#Level 141,,"|x:2151,y:5649"
Tortured gorilla,7151,7151,2132,5660,0,region_kandarin,1,Tortured gorilla#Level 141,,"|x:2132,y:5660"
Tortured gorilla,7150,7150,2137,5660,0,region_kandarin,1,Tortured gorilla#Level 141,,"|x:2137,y:5660"
Tortured gorilla,7151,7151,2141,5661,0,region_kandarin,1,Tortured gorilla#Level 141,,"|x:2141,y:5661"
Tortoise,6076,6076,2510,3203,0,region_kandarin,1,Tortoise#With riders,,"|x:2510,y:3203"
Tortoise,6076,6076,2519,3204,0,region_kandarin,1,Tortoise#With riders,,"|x:2519,y:3204"
Tortoise,6076,6076,2410,3528,0,region_kandarin,1,Tortoise#With riders,,"|x:2410,y:3528"
Tortoise,6075,6075,2416,3527,0,region_kandarin,1,Tortoise#No riders,,"|x:2416,y:3527"
Tortoise,6075,6075,2424,3529,0,region_kandarin,1,Tortoise#No riders,,"|x:2424,y:3529"
Tormented Warrior,3959,3959,2887,2914,0,region_karamja,1,Tormented Warrior,,"|x:2887,y:2914"
Tormented Warrior,3959,3959,2901,2907,0,region_karamja,1,Tormented Warrior,,"|x:2901,y:2907"
Tormented Warrior,3959,3959,2916,2914,0,region_karamja,1,Tormented Warrior,,"|x:2916,y:2914"
Tormented Warrior,3959,3959,2925,2923,0,region_karamja,1,Tormented Warrior,,"|x:2925,y:2923"
Tormented Warrior,3959,3959,2930,2903,0,region_karamja,1,Tormented Warrior,,"|x:2930,y:2903"
Tormented Warrior,3959,3959,2939,2914,0,region_karamja,1,Tormented Warrior,,"|x:2939,y:2914"
Tormented Warrior,3959,3959,2776,2905,0,region_karamja,1,Tormented Warrior,,"|x:2776,y:2905"
Tormented Warrior,3959,3959,2783,2920,0,region_karamja,1,Tormented Warrior,,"|x:2783,y:2920"
Tormented Warrior,3959,3959,2784,2908,0,region_karamja,1,Tormented Warrior,,"|x:2784,y:2908"
Tormented Warrior,3959,3959,2802,2903,0,region_karamja,1,Tormented Warrior,,"|x:2802,y:2903"
Tormented Warrior,3959,3959,2802,2913,0,region_karamja,1,Tormented Warrior,,"|x:2802,y:2913"
Tormented Warrior,3959,3959,2809,2912,0,region_karamja,1,Tormented Warrior,,"|x:2809,y:2912"
Tormented Warrior,3959,3959,2821,2927,0,region_karamja,1,Tormented Warrior,,"|x:2821,y:2927"
Tormented Warrior,3959,3959,2824,2907,0,region_karamja,1,Tormented Warrior,,"|x:2824,y:2907"
Tormented Warrior,3959,3959,2837,2918,0,region_karamja,1,Tormented Warrior,,"|x:2837,y:2918"
